year,permno,ticker,comnam,age,div12m_me,ffo_at_reit,beta,lnmcap,ret12,ret
2015,13723,RESI,FRONT YARD RESIDENTIAL CORP,48.0,0.13264821,0.0181391311807457,1.974452177259443,13.74642552367718,-0.2850372766939882,-0.2850372766939882
2016,13723,RESI,FRONT YARD RESIDENTIAL CORP,60.0,0.120788775,-0.0045214870467543,2.042590851634034,13.262215554620733,-0.0468233799700921,-0.0468233799700921
2017,13723,RESI,FRONT YARD RESIDENTIAL CORP,72.0,0.051599298,-0.0183533879252829,2.0765174406642,13.418625977134646,0.1261645073229949,0.1261645073229949
2018,13723,RESI,FRONT YARD RESIDENTIAL CORP,84.0,0.059414983,-0.0115137433729529,1.8514579523935817,13.20324110456782,-0.218283807017691,-0.218283807017691
2019,13723,RESI,FRONT YARD RESIDENTIAL CORP,96.0,0.05230253,-0.0045960667444862,1.5108611821338294,13.314055586370229,0.4730873462871878,0.4730873462871878
2020,13723,RESI,FRONT YARD RESIDENTIAL CORP,108.0,0.031171098,-0.0034666610539024,0.7697456835291144,13.34379803376678,0.3310172291995887,0.3310172291995887
2012,13736,SBY,SILVER BAY REALTY TRUST CORP,12.0,,,,13.46300391457769,0.0,0.0
2013,13736,SBY,SILVER BAY REALTY TRUST CORP,24.0,0.0021218418,-0.0052317059561059,,13.42586326615436,-0.1488712248650519,-0.1488712248650519
2014,13736,SBY,SILVER BAY REALTY TRUST CORP,36.0,0.005131805,0.0002293780139103,0.6345197570629958,13.333689666670502,0.045840811931344,0.045840811931344
2015,13736,SBY,SILVER BAY REALTY TRUST CORP,48.0,0.01776628,-0.0077598497393485,0.5680889686407465,13.26567612123456,-0.0267042555452852,-0.0267042555452852
2016,13736,SBY,SILVER BAY REALTY TRUST CORP,60.0,0.032396566,0.0046348290643564,0.610239479774186,13.26760410068206,0.129297956809957,0.129297956809957
2017,13736,SBY,SILVER BAY REALTY TRUST CORP,64.0,0.025926972,0.0055483483958717,0.6626788376368278,13.48214719238481,0.2578575438279251,0.2578575438279251
2013,13752,CONE,CYRUSONE INC,84.0,0.026122931,0.0022389150310993,,13.044220766293492,0.0870125951893072,0.0870125951893072
2014,13752,CONE,CYRUSONE INC,96.0,0.026314566,0.01392508655868,0.9627788606602168,13.513503537565766,0.2775184620709356,0.2775184620709356
2015,13752,CONE,CYRUSONE INC,108.0,0.025631785,0.0138230533220694,0.7903134050931139,14.408809135863082,0.4126705978804534,0.4126705978804534
2016,13752,CONE,CYRUSONE INC,120.0,0.02759924,0.0135788005871382,0.5990473153568953,15.115759202096134,0.2326677712073899,0.2326677712073899
2017,13752,CONE,CYRUSONE INC,132.0,0.026995508,0.0147556461029208,0.5112010697737835,15.44036517435663,0.3708625779454899,0.3708625779454899
2018,13752,CONE,CYRUSONE INC,144.0,0.029754505,0.0178792227534966,0.6002896661779099,15.55693592179076,-0.0821861937646271,-0.0821861937646271
2019,13752,CONE,CYRUSONE INC,156.0,0.029587425,0.0191139501035429,0.4385908130236615,15.737795612801248,0.275956574400096,0.275956574400096
2020,13752,CONE,CYRUSONE INC,168.0,0.027657727,0.0158111506725005,0.2486196639985583,15.929045303968158,0.151068267559562,0.151068267559562
2021,13752,CONE,CYRUSONE INC,180.0,0.026484802,0.0189260043248219,0.1640541482144069,16.05570682420007,0.2602335607121129,0.2602335607121129
2022,13752,CONE,CYRUSONE INC,182.0,0.022127887,0.0178147268408551,0.1386632712397889,16.27909589003349,0.0070078400000002,0.0070078400000002
2013,13756,LAND,GLADSTONE LAND CORP,48.0,0.07754628,0.0033733495636905,,11.535395814342358,0.2141030396287624,0.2141030396287624
2014,13756,LAND,GLADSTONE LAND CORP,60.0,0.089325435,-0.0011188702087636,0.3406258943236244,11.334575534211387,-0.3194833510096777,-0.3194833510096777
2015,13756,LAND,GLADSTONE LAND CORP,72.0,0.036988925,0.0035745410134007,0.6646528474166677,11.380848786450054,-0.1536882082102475,-0.1536882082102475
2016,13756,LAND,GLADSTONE LAND CORP,84.0,0.04516531,0.0044996626414439,1.0439855232255328,11.539386393827444,0.3638292438023172,0.3638292438023172
2017,13756,LAND,GLADSTONE LAND CORP,96.0,0.03704723,0.0046826148918828,1.0276068808375152,11.919535387051944,0.2462483783265916,0.2462483783265916
2018,13756,LAND,GLADSTONE LAND CORP,108.0,0.038129594,0.0041277678500494,1.0385043833423284,12.1831973846255,-0.1081410858114927,-0.1081410858114927
2019,13756,LAND,GLADSTONE LAND CORP,120.0,0.03953546,0.0031586081161609,0.8984070852600792,12.386520598873128,0.1803379992714973,0.1803379992714973
2020,13756,LAND,GLADSTONE LAND CORP,132.0,0.03560808,0.0044613853877378,0.6938668633094839,12.67184319741463,0.1721624220988813,0.1721624220988813
2021,13756,LAND,GLADSTONE LAND CORP,144.0,0.021278365,0.0034674396698622,0.548137167721675,13.42081435594725,1.0233536316810323,1.0233536316810323
2022,13756,LAND,GLADSTONE LAND CORP,156.0,0.021515572,0.004380439340726,0.6103853493331215,13.67311834746681,-0.4442512901290055,-0.4442512901290055
2023,13756,LAND,GLADSTONE LAND CORP,168.0,0.03437016,0.0039844226028932,0.7865210076315661,13.246804170607057,-0.1845042759179777,-0.1845042759179777
2024,13756,LAND,GLADSTONE LAND CORP,180.0,0.042336285,0.0041033674813579,0.8077606030499108,13.066803124640217,-0.2166513767211443,-0.2166513767211443
2013,13803,AVIV,AVIV REIT INC,60.0,,0.0026277782591898,,13.778216753708673,0.0308172649075506,0.0308172649075506
2014,13803,AVIV,AVIV REIT INC,72.0,0.04219557,0.0164561707069147,0.5321989815069726,14.05017930929634,0.5313043553490049,0.5313043553490049
2015,13803,AVIV,AVIV REIT INC,75.0,0.03680062,0.0124849443734218,0.0911596609678247,14.398434925310625,0.0690784128199999,0.0690784128199999
2013,13886,ARPI,AMERICAN RESIDENTIAL PPTYS INC,24.0,,-0.0063362573193749,,13.246624474180544,-0.1293623961995776,-0.1293623961995776
2014,13886,ARPI,AMERICAN RESIDENTIAL PPTYS INC,36.0,0.0,-0.0007516169839845,,13.285202244949517,0.0239743863502319,0.0239743863502319
2015,13886,ARPI,AMERICAN RESIDENTIAL PPTYS INC,48.0,0.004264045,0.0021666228855258,0.5035766679293147,13.261587906351052,0.0880711724060689,0.0880711724060689
2016,13886,ARPI,AMERICAN RESIDENTIAL PPTYS INC,50.0,0.018294867,0.0033888401130882,0.4362836606457303,13.177591884464208,-0.1542992,-0.1542992
2013,13887,AHH,ARMADA HOFFLER PROPERTIES INC,48.0,,0.0165043076325325,,12.174100288761691,-0.1580780348403332,-0.1580780348403332
2014,13887,AHH,ARMADA HOFFLER PROPERTIES INC,60.0,0.06028027,0.0121935053058516,,12.201365249445692,0.0926577904982963,0.0926577904982963
2015,13887,AHH,ARMADA HOFFLER PROPERTIES INC,72.0,0.059323918,0.0124996187583401,0.3855136082995959,12.507620679622155,0.1797647429204363,0.1797647429204363
2016,13887,AHH,ARMADA HOFFLER PROPERTIES INC,84.0,0.049513828,0.013420226902467,0.4711760154770921,12.932682198937274,0.4681933049880855,0.4681933049880855
2017,13887,AHH,ARMADA HOFFLER PROPERTIES INC,96.0,0.04688126,0.0142708341475466,0.4970390203868857,13.287559939428888,0.1249292204304655,0.1249292204304655
2018,13887,AHH,ARMADA HOFFLER PROPERTIES INC,108.0,0.05184235,0.0145715688974465,0.5748661625132049,13.428005200580284,-0.0433612115584696,-0.0433612115584696
2019,13887,AHH,ARMADA HOFFLER PROPERTIES INC,120.0,0.046198603,0.0130330615173076,0.5125115308478257,13.691577161584762,0.3706420638893739,0.3706420638893739
2020,13887,AHH,ARMADA HOFFLER PROPERTIES INC,132.0,0.061471526,0.0119767210318155,0.6806045635130556,13.333480868309843,-0.3623670999669222,-0.3623670999669222
2021,13887,AHH,ARMADA HOFFLER PROPERTIES INC,144.0,0.036560517,0.0108975229420093,0.7680364724840713,13.58868474743484,0.4215492462230954,0.4215492462230954
2022,13887,AHH,ARMADA HOFFLER PROPERTIES INC,156.0,0.049836222,0.0113537048099604,0.7925553268765642,13.684186991308543,-0.198363042078613,-0.198363042078613
2023,13887,AHH,ARMADA HOFFLER PROPERTIES INC,168.0,0.06541631,0.0111579501004611,0.8668940495202176,13.571416090871343,0.150358089471861,0.150358089471861
2024,13887,AHH,ARMADA HOFFLER PROPERTIES INC,180.0,0.06988601,0.0103488523209545,0.950713891896659,13.57180076137719,-0.1074893379467392,-0.1074893379467392
2013,13982,COLE,COLE REAL ESTATE INVESTMENTS INC,48.0,,0.0103342012487574,,15.599324999154472,0.2625804889475047,0.2625804889475047
2014,13982,COLE,COLE REAL ESTATE INVESTMENTS INC,49.0,,0.0096333038592736,,15.792490025277433,0.0832999999999999,0.0832999999999999
2013,14037,REXR,REXFORD INDUSTRIAL REALTY INC,36.0,,0.0086681414876662,,12.755100395611665,-0.0442160636575974,-0.0442160636575974
2014,14037,REXR,REXFORD INDUSTRIAL REALTY INC,48.0,0.026193162,0.0067772825527504,,13.031939665938047,0.2302195146827528,0.2302195146827528
2015,14037,REXR,REXFORD INDUSTRIAL REALTY INC,60.0,0.027218282,0.0091453417533033,0.6415406204577064,13.630374206861502,0.0769350681380387,0.0769350681380387
2016,14037,REXR,REXFORD INDUSTRIAL REALTY INC,72.0,0.024242608,0.0104728224606244,0.6264028412228205,14.06631122669105,0.4541067695187974,0.4541067695187974
2017,14037,REXR,REXFORD INDUSTRIAL REALTY INC,84.0,0.026649019,0.0104750979660823,0.6339290905167465,14.447612903061136,0.3022305713339266,0.3022305713339266
2018,14037,REXR,REXFORD INDUSTRIAL REALTY INC,96.0,0.022462567,0.0106071679634033,0.6138874549337885,14.768480965903036,0.0321134209498621,0.0321134209498621
2019,14037,REXR,REXFORD INDUSTRIAL REALTY INC,108.0,0.015337929,0.0106188860409393,0.694336838960354,15.264599014512653,0.5775958284552309,0.5775958284552309
2020,14037,REXR,REXFORD INDUSTRIAL REALTY INC,120.0,0.016590536,0.0109678074539203,0.5130083431850295,15.508931827466167,0.0964092188273391,0.0964092188273391
2021,14037,REXR,REXFORD INDUSTRIAL REALTY INC,132.0,0.014563676,0.0106351556437494,0.3741336125833621,15.915380895735789,0.6783513722650023,0.6783513722650023
2022,14037,REXR,REXFORD INDUSTRIAL REALTY INC,144.0,0.016247356,0.0110230955323016,0.4478462202806332,16.177754853576932,-0.3117086156786021,-0.3117086156786021
2023,14037,REXR,REXFORD INDUSTRIAL REALTY INC,156.0,0.023806764,0.0108520218016833,0.587009789078748,16.220591115636363,0.0561490396194719,0.0561490396194719
2024,14037,REXR,REXFORD INDUSTRIAL REALTY INC,168.0,0.03347004,0.0112427961875517,0.6691874664825268,16.135052013992766,-0.2852456396133466,-0.2852456396133466
2013,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,132.0,,0.0067388599376624,,15.045497304274663,0.1109868748035158,0.1109868748035158
2014,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,144.0,0.0521499,0.0075744286150779,,15.294766491200669,0.2828133284768663,0.2828133284768663
2015,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,156.0,0.06086113,0.0078152564773696,0.4978446476457864,15.337858360616815,-0.0987188999376112,-0.0987188999376112
2016,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,168.0,0.056695968,0.0115612390016484,0.4601275427021679,15.526680522171157,0.1492505706966671,0.1492505706966671
2017,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,180.0,0.08343396,0.012994631150033,0.4877567252308204,15.234275232823007,-0.1413873367370014,-0.1413873367370014
2018,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,192.0,0.09262249,0.0128164295542146,0.4896711426352242,15.05628350252272,-0.0056903127929182,-0.0056903127929182
2019,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,204.0,0.05949183,0.0145193241709688,0.4394646149001662,15.225767866404984,0.4754807992916403,0.4754807992916403
2020,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,216.0,0.06931122,0.013154582486882,0.916901039374928,15.106833920614053,-0.1191941866507044,-0.1191941866507044
2021,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,228.0,0.051309645,0.0107416751685848,1.128736148102624,15.501705701519748,0.2668023329839961,0.2668023329839961
2022,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,240.0,0.0574992,0.0157457846467756,1.121842935861891,15.536956474513897,-0.1157072686036004,-0.1157072686036004
2023,14039,SRC,SPIRIT REALTY CAPITAL INC NEW,252.0,0.06599546,0.0149801000066936,1.1129580703887303,15.533293849907638,0.1716017766408395,0.1716017766408395
2013,14071,IRT,INDEPENDENCE REALTY TRUST INC,48.0,,0.0088218925845259,,11.299021264723551,0.0306633694435742,0.0306633694435742
2014,14071,IRT,INDEPENDENCE REALTY TRUST INC,60.0,0.048781496,0.0100483584635529,,12.22385059068003,0.2062751952286379,0.2062751952286379
2015,14071,IRT,INDEPENDENCE REALTY TRUST INC,72.0,0.07175384,0.0074365726592044,0.3780558110688702,12.636842976596988,-0.1198573876093492,-0.1198573876093492
2016,14071,IRT,INDEPENDENCE REALTY TRUST INC,84.0,0.077848025,0.010614121030924,0.8008151226295378,12.971097786876925,0.2997070688965122,0.2997070688965122
2017,14071,IRT,INDEPENDENCE REALTY TRUST INC,96.0,0.06562466,-0.0004865265437237,0.8429340510544637,13.487755748858772,0.2173326047393122,0.2173326047393122
2018,14071,IRT,INDEPENDENCE REALTY TRUST INC,108.0,0.05993271,0.0077991469109479,0.7851029150488867,13.642838675205466,-0.0203419833810095,-0.0203419833810095
2019,14071,IRT,INDEPENDENCE REALTY TRUST INC,120.0,0.061783057,0.0092150099934592,0.7498613781561447,13.920360055511225,0.6239760759094883,0.6239760759094883
2020,14071,IRT,INDEPENDENCE REALTY TRUST INC,132.0,0.052091822,0.0082728149995981,0.9178229894295514,13.915005460963243,-0.0003798480529438,-0.0003798480529438
2021,14071,IRT,INDEPENDENCE REALTY TRUST INC,144.0,0.027111962,0.0103130310997721,0.7894091057187214,14.46841139370379,0.9711324367616452,0.9711324367616452
2022,14071,IRT,INDEPENDENCE REALTY TRUST INC,156.0,0.019286146,0.0064556815865352,0.8014661958500652,15.295216601651042,-0.3288552306436879,-0.3288552306436879
2023,14071,IRT,INDEPENDENCE REALTY TRUST INC,168.0,0.036145654,0.0101864744731111,0.8800874478882029,15.0990695024812,-0.0562846225564851,-0.0562846225564851
2024,14071,IRT,INDEPENDENCE REALTY TRUST INC,180.0,0.035491858,0.0106752446364424,0.9559103993340876,15.222128657444472,0.3417998846366139,0.3417998846366139
2013,14181,BRX,BRIXMOR PROPERTY GROUP INC,24.0,,,,15.341084203693311,-0.0155687199999999,-0.0155687199999999
2014,14181,BRX,BRIXMOR PROPERTY GROUP INC,36.0,0.024124121,0.0107665778836752,,15.5351429184642,0.261572903842725,0.261572903842725
2015,14181,BRX,BRIXMOR PROPERTY GROUP INC,48.0,0.032595467,0.0142793082736442,0.2534757272560576,15.814691330314336,0.0772773671960578,0.0772773671960578
2016,14181,BRX,BRIXMOR PROPERTY GROUP INC,60.0,0.036435645,0.016347988568411,0.3057688759393339,15.87168517884802,-0.0185919074408018,-0.0185919074408018
2017,14181,BRX,BRIXMOR PROPERTY GROUP INC,72.0,0.052198563,0.0168980555236518,0.3479330560246591,15.600734355602215,-0.1951934975658625,-0.1951934975658625
2018,14181,BRX,BRIXMOR PROPERTY GROUP INC,84.0,0.06660249,0.0172412130989535,0.3843821008689986,15.410936817544622,-0.1579492710058668,-0.1579492710058668
2019,14181,BRX,BRIXMOR PROPERTY GROUP INC,96.0,0.05904073,0.0161608872169907,0.6770969399282349,15.550583986763783,0.5608773839409846,0.5608773839409846
2020,14181,BRX,BRIXMOR PROPERTY GROUP INC,108.0,0.07245721,0.0171235076283954,1.2344895644319778,15.17179438323536,-0.2039029861130568,-0.2039029861130568
2021,14181,BRX,BRIXMOR PROPERTY GROUP INC,120.0,0.027474603,0.0127980997056955,1.5679171880495193,15.69090308155632,0.5990381215721572,0.5990381215721572
2022,14181,BRX,BRIXMOR PROPERTY GROUP INC,132.0,0.040303137,0.0161219406299334,1.5035137615125092,15.740811597996334,-0.0709637133374773,-0.0709637133374773
2023,14181,BRX,BRIXMOR PROPERTY GROUP INC,144.0,0.04625686,0.0176381788306086,1.4526431459508204,15.69608179724969,0.075935144274738,0.075935144274738
2024,14181,BRX,BRIXMOR PROPERTY GROUP INC,156.0,0.042934638,0.01865351501632,1.4180650332635067,15.835656801947778,0.2517442148779161,0.2517442148779161
2013,14184,CXP,COLUMBIA PROPERTY TRUST INC,96.0,,,,14.965182177320369,0.1231027100000001,0.1231027100000001
2014,14184,CXP,COLUMBIA PROPERTY TRUST INC,108.0,0.04842926,0.0131595675350992,,14.990768552144688,0.0617795065133814,0.0617795065133814
2015,14184,CXP,COLUMBIA PROPERTY TRUST INC,120.0,0.048826847,0.0123676469788076,1.0291764966027677,14.939768459262057,-0.0273595239425327,-0.0273595239425327
2016,14184,CXP,COLUMBIA PROPERTY TRUST INC,132.0,0.055151816,0.0118759155731694,0.9637797351391958,14.809783128578555,-0.0271609030104591,-0.0271609030104591
2017,14184,CXP,COLUMBIA PROPERTY TRUST INC,144.0,0.04472964,0.0095694975568316,0.9945082079375868,14.8079213967678,0.1013280548742912,0.1013280548742912
2018,14184,CXP,COLUMBIA PROPERTY TRUST INC,156.0,0.03693773,0.0082159056016818,0.960048621711908,14.771043154536436,-0.1257958151859561,-0.1257958151859561
2019,14184,CXP,COLUMBIA PROPERTY TRUST INC,168.0,0.036682196,0.0122017579012324,0.8975508676522411,14.736177489610087,0.1222880159508097,0.1222880159508097
2020,14184,CXP,COLUMBIA PROPERTY TRUST INC,180.0,0.06421658,0.0093650109169221,1.0279748720017852,14.258293467389016,-0.271695615196776,-0.271695615196776
2021,14184,CXP,COLUMBIA PROPERTY TRUST INC,191.0,0.048546817,0.0045654830986739,1.123371448927417,14.4867357582067,0.3925396426635581,0.3925396426635581
2013,14196,ESRT,EMPIRE STATE REALTY TRUST INC,72.0,,,,14.12471024350002,0.08686316,0.08686316
2014,14196,ESRT,EMPIRE STATE REALTY TRUST INC,84.0,0.018877458,0.0331800864376387,,14.24240201309739,0.1735384106196285,0.1735384106196285
2015,14196,ESRT,EMPIRE STATE REALTY TRUST INC,96.0,0.017815402,0.0182410167986007,0.4736070617110183,14.502096503911805,0.0476349372461404,0.0476349372461404
2016,14196,ESRT,EMPIRE STATE REALTY TRUST INC,108.0,0.017469646,0.0194792911015554,0.7834814599548102,14.709208076371596,0.1406292849960211,0.1406292849960211
2017,14196,ESRT,EMPIRE STATE REALTY TRUST INC,120.0,0.018689975,0.0177364560145587,0.8363885530833984,14.991655850301186,0.0378712988159324,0.0378712988159324
2018,14196,ESRT,EMPIRE STATE REALTY TRUST INC,132.0,0.024330022,0.0174857839196091,0.8600617210916491,14.837599009792436,-0.2885904727456646,-0.2885904727456646
2019,14196,ESRT,EMPIRE STATE REALTY TRUST INC,144.0,0.027772339,0.0167497305331524,0.7652873205411409,14.773369912695282,0.0093984503748363,0.0093984503748363
2020,14196,ESRT,EMPIRE STATE REALTY TRUST INC,156.0,0.049825385,0.0156192856318914,0.770947565997068,14.146654653820804,-0.3145056184693938,-0.3145056184693938
2021,14196,ESRT,EMPIRE STATE REALTY TRUST INC,168.0,0.009438765,0.0088993458742343,1.1571629237801588,14.405295862181452,-0.0353948039225575,-0.0353948039225575
2022,14196,ESRT,EMPIRE STATE REALTY TRUST INC,180.0,0.017666273,0.0116544052125575,1.122915525529839,14.085937110616811,-0.2282859611131812,-0.2282859611131812
2023,14196,ESRT,EMPIRE STATE REALTY TRUST INC,192.0,0.01836381,0.013701430904529,1.2554263964492205,14.0366695776562,0.463671698203606,0.463671698203606
2024,14196,ESRT,EMPIRE STATE REALTY TRUST INC,204.0,0.013642855,0.0149299695190885,1.3577116965586884,14.325903956061412,0.0799321777964086,0.0799321777964086
2013,14220,QTS,Q T S REALTY TRUST INC,48.0,,,,13.351925536047816,0.1648078100000001,0.1648078100000001
2014,14220,QTS,Q T S REALTY TRUST INC,60.0,0.032686822,0.0174808044112167,,13.629818723444863,0.4209646298990708,0.4209646298990708
2015,14220,QTS,Q T S REALTY TRUST INC,72.0,0.027042637,0.0168623668737058,0.1705394384825276,14.212637228775726,0.3758826285811338,0.3758826285811338
2016,14220,QTS,Q T S REALTY TRUST INC,84.0,0.025589013,0.0159962831630739,0.0533277202409285,14.655065523224607,0.1319628870429146,0.1319628870429146
2017,14220,QTS,Q T S REALTY TRUST INC,96.0,0.027733168,0.016756950660838,0.1361826010741832,14.764098384830804,0.1241977056606378,0.1241977056606378
2018,14220,QTS,Q T S REALTY TRUST INC,108.0,0.03986084,0.0130237767028793,0.4010406358389699,14.516328083282508,-0.2863827246579384,-0.2863827246579384
